epoch (ms),time (03:00),elapsed (s),pressure (Pa)
1635276777003,2021-10-26T22:32:57.003,32.050,100927.281
1635276777263,2021-10-26T22:32:57.263,32.310,100934.297
1635276777524,2021-10-26T22:32:57.524,32.571,100929.438
1635276777783,2021-10-26T22:32:57.783,32.830,100931.594
1635276778044,2021-10-26T22:32:58.044,33.091,100932.141
1635276778305,2021-10-26T22:32:58.305,33.352,100929.734
1635276778566,2021-10-26T22:32:58.566,33.613,100933.484
1635276778826,2021-10-26T22:32:58.826,33.873,100928.625
1635276779087,2021-10-26T22:32:59.087,34.134,100929.734
1635276779348,2021-10-26T22:32:59.348,34.395,100931.086
1635276779609,2021-10-26T22:32:59.609,34.656,100930.539
1635276779868,2021-10-26T22:32:59.868,34.915,100929.734
1635276780129,2021-10-26T22:33:00.129,35.176,100928.383
1635276780389,2021-10-26T22:33:00.389,35.436,100925.383
1635276780650,2021-10-26T22:33:00.650,35.697,100930.539
1635276780911,2021-10-26T22:33:00.911,35.958,100925.141
1635276781172,2021-10-26T22:33:01.172,36.219,100927.297
1635276781432,2021-10-26T22:33:01.432,36.479,100929.734
1635276781693,2021-10-26T22:33:01.693,36.740,100927.297
1635276781952,2021-10-26T22:33:01.952,36.999,100928.641
1635276782213,2021-10-26T22:33:02.213,37.260,100929.734
1635276782474,2021-10-26T22:33:02.474,37.521,100936.750
1635276782735,2021-10-26T22:33:02.735,37.782,100934.047
1635276782995,2021-10-26T22:33:02.995,38.042,100928.641
1635276783256,2021-10-26T22:33:03.256,38.303,100933.000
1635276783517,2021-10-26T22:33:03.517,38.564,100931.102
1635276783778,2021-10-26T22:33:03.778,38.825,100935.695
1635276784037,2021-10-26T22:33:04.037,39.084,100927.297
1635276784298,2021-10-26T22:33:04.298,39.345,100927.594
1635276784558,2021-10-26T22:33:04.558,39.605,100930.594
1635276784819,2021-10-26T22:33:04.819,39.866,100927.055
1635276785080,2021-10-26T22:33:05.080,40.127,100927.594
1635276785341,2021-10-26T22:33:05.341,40.388,100930.297
1635276785601,2021-10-26T22:33:05.601,40.648,100929.750
1635276785862,2021-10-26T22:33:05.862,40.909,100929.242
1635276786121,2021-10-26T22:33:06.121,41.168,100931.938
1635276786382,2021-10-26T22:33:06.382,41.429,100926.539
1635276786643,2021-10-26T22:33:06.643,41.690,100929.500
1635276786903,2021-10-26T22:33:06.903,41.950,100930.859
1635276787164,2021-10-26T22:33:07.164,42.211,100936.797
1635276787425,2021-10-26T22:33:07.425,42.472,100935.203
1635276787686,2021-10-26T22:33:07.686,42.733,100933.016
1635276787946,2021-10-26T22:33:07.946,42.993,100933.016
1635276788206,2021-10-26T22:33:08.206,43.253,100928.156
1635276788466,2021-10-26T22:33:08.466,43.513,100933.859
1635276788727,2021-10-26T22:33:08.727,43.774,100926.539
1635276788988,2021-10-26T22:33:08.988,44.035,100932.500
1635276789249,2021-10-26T22:33:09.249,44.296,100935.203
1635276789509,2021-10-26T22:33:09.509,44.556,100933.859
1635276789770,2021-10-26T22:33:09.770,44.817,100928.969
1635276790031,2021-10-26T22:33:10.031,45.078,100926.016
1635276790290,2021-10-26T22:33:10.290,45.337,100932.500
1635276790551,2021-10-26T22:33:10.551,45.598,100917.648
1635276790812,2021-10-26T22:33:10.812,45.859,100874.438
1635276791072,2021-10-26T22:33:11.072,46.119,100881.695
1635276791333,2021-10-26T22:33:11.333,46.380,100881.188
1635276791594,2021-10-26T22:33:11.594,46.641,100896.039
1635276791855,2021-10-26T22:33:11.855,46.902,100896.305
1635276792115,2021-10-26T22:33:12.115,47.162,100901.195
1635276792375,2021-10-26T22:33:12.375,47.422,100904.953
1635276792635,2021-10-26T22:33:12.635,47.682,100909.813
1635276792896,2021-10-26T22:33:12.896,47.943,100918.750
1635276793157,2021-10-26T22:33:13.157,48.204,100925.203
1635276793418,2021-10-26T22:33:13.418,48.465,100924.961
1635276793678,2021-10-26T22:33:13.678,48.725,100924.961
1635276793939,2021-10-26T22:33:13.939,48.986,100946.266
1635276794200,2021-10-26T22:33:14.200,49.247,100964.672
1635276794459,2021-10-26T22:33:14.459,49.506,100947.922
1635276794720,2021-10-26T22:33:14.720,49.767,100946.266
1635276794981,2021-10-26T22:33:14.981,50.028,100943.625
1635276795241,2021-10-26T22:33:15.241,50.288,100940.109
1635276795502,2021-10-26T22:33:15.502,50.549,100933.359
1635276795763,2021-10-26T22:33:15.763,50.810,100898.766
1635276796024,2021-10-26T22:33:16.024,51.071,100910.406
1635276796284,2021-10-26T22:33:16.284,51.331,100896.359
1635276796544,2021-10-26T22:33:16.544,51.591,100896.898
1635276796804,2021-10-26T22:33:16.804,51.851,100900.953
1635276797065,2021-10-26T22:33:17.065,52.112,100905.813
1635276797326,2021-10-26T22:33:17.326,52.373,100915.805
1635276797587,2021-10-26T22:33:17.587,52.634,100913.906
1635276797847,2021-10-26T22:33:17.847,52.894,100919.313
1635276798108,2021-10-26T22:33:18.108,53.155,100963.078
1635276798369,2021-10-26T22:33:18.369,53.416,100953.891
1635276798628,2021-10-26T22:33:18.628,53.675,100957.125
1635276798889,2021-10-26T22:33:18.889,53.936,100948.484
1635276799150,2021-10-26T22:33:19.150,54.197,100945.781
1635276799410,2021-10-26T22:33:19.410,54.457,100947.125
1635276799671,2021-10-26T22:33:19.671,54.718,100940.922
1635276799932,2021-10-26T22:33:19.932,54.979,100937.672
1635276800193,2021-10-26T22:33:20.193,55.240,100939.328
1635276800453,2021-10-26T22:33:20.453,55.500,100930.117
1635276800714,2021-10-26T22:33:20.714,55.761,100936.625
1635276800975,2021-10-26T22:33:20.975,56.022,100930.922
1635276801234,2021-10-26T22:33:21.234,56.281,100933.922
1635276801495,2021-10-26T22:33:21.495,56.542,100924.984
1635276801756,2021-10-26T22:33:21.756,56.803,100929.578
1635276802016,2021-10-26T22:33:22.016,57.063,100930.672
1635276802277,2021-10-26T22:33:22.277,57.324,100925.273
1635276802538,2021-10-26T22:33:22.538,57.585,100927.977
1635276802799,2021-10-26T22:33:22.799,57.846,100930.672
1635276803059,2021-10-26T22:33:23.059,58.106,100929.328
1635276803319,2021-10-26T22:33:23.319,58.366,100928.516
1635276803579,2021-10-26T22:33:23.579,58.626,100890.969
1635276803840,2021-10-26T22:33:23.840,58.887,100885.563
1635276804101,2021-10-26T22:33:24.101,59.148,100898.266
1635276804362,2021-10-26T22:33:24.362,59.409,100899.313
1635276804622,2021-10-26T22:33:24.622,59.669,100905.016
1635276804883,2021-10-26T22:33:24.883,59.930,100912.578
1635276805144,2021-10-26T22:33:25.144,60.191,100922.031
1635276805403,2021-10-26T22:33:25.403,60.450,100923.680
1635276805664,2021-10-26T22:33:25.664,60.711,100918.820
1635276805924,2021-10-26T22:33:25.924,60.971,100923.969
1635276806185,2021-10-26T22:33:26.185,61.232,100937.727
1635276806446,2021-10-26T22:33:26.446,61.493,100950.688
1635276806707,2021-10-26T22:33:26.707,61.754,100940.430
1635276806967,2021-10-26T22:33:26.967,62.014,100942.047
1635276807228,2021-10-26T22:33:27.228,62.275,100945.039
1635276807487,2021-10-26T22:33:27.487,62.534,100935.289
1635276807748,2021-10-26T22:33:27.748,62.795,100938.289
1635276808009,2021-10-26T22:33:28.009,63.056,100934.484
1635276808270,2021-10-26T22:33:28.270,63.317,100933.938
1635276808530,2021-10-26T22:33:28.530,63.577,100932.891
1635276808791,2021-10-26T22:33:28.791,63.838,100932.344
1635276809052,2021-10-26T22:33:29.052,64.099,100928.531
1635276809313,2021-10-26T22:33:29.313,64.360,100932.078
1635276809572,2021-10-26T22:33:29.572,64.619,100926.680
1635276809833,2021-10-26T22:33:29.833,64.880,100930.734
1635276810093,2021-10-26T22:33:30.093,65.140,100930.188
1635276810354,2021-10-26T22:33:30.354,65.401,100936.391
1635276810615,2021-10-26T22:33:30.615,65.662,100928.289
1635276810876,2021-10-26T22:33:30.876,65.923,100935.375
1635276811136,2021-10-26T22:33:31.136,66.183,100935.375
1635276811397,2021-10-26T22:33:31.397,66.444,100933.211
1635276811656,2021-10-26T22:33:31.656,66.703,100929.969
1635276811917,2021-10-26T22:33:31.917,66.964,100929.969
1635276812178,2021-10-26T22:33:32.178,67.225,100934.563
1635276812439,2021-10-26T22:33:32.439,67.486,100928.078
1635276812699,2021-10-26T22:33:32.699,67.746,100937.531
1635276812960,2021-10-26T22:33:32.960,68.007,100929.969
1635276813221,2021-10-26T22:33:33.221,68.268,100930.781
1635276813482,2021-10-26T22:33:33.482,68.529,100928.625
1635276813741,2021-10-26T22:33:33.741,68.788,100934.828
1635276814002,2021-10-26T22:33:34.002,69.049,100934.023
1635276814262,2021-10-26T22:33:34.262,69.309,100935.125
1635276814523,2021-10-26T22:33:34.523,69.570,100923.484
1635276814784,2021-10-26T22:33:34.784,69.831,100928.883
1635276815045,2021-10-26T22:33:35.045,70.092,100935.125
1635276815305,2021-10-26T22:33:35.305,70.352,100935.125
1635276815566,2021-10-26T22:33:35.566,70.613,100926.188
1635276815825,2021-10-26T22:33:35.825,70.872,100927.531
1635276816086,2021-10-26T22:33:36.086,71.133,100928.883
1635276816347,2021-10-26T22:33:36.347,71.394,100936.477
1635276816608,2021-10-26T22:33:36.608,71.655,100929.180
1635276816868,2021-10-26T22:33:36.868,71.915,100929.180
1635276817129,2021-10-26T22:33:37.129,72.176,100932.938
1635276817390,2021-10-26T22:33:37.390,72.437,100927.016
1635276817651,2021-10-26T22:33:37.651,72.698,100926.484
1635276817910,2021-10-26T22:33:37.910,72.957,100928.641
1635276818171,2021-10-26T22:33:38.171,73.218,100931.070
1635276818431,2021-10-26T22:33:38.431,73.478,100933.531
1635276818692,2021-10-26T22:33:38.692,73.739,100931.344
1635276818953,2021-10-26T22:33:38.953,74.000,100928.375
1635276819214,2021-10-26T22:33:39.214,74.261,100926.484
1635276819474,2021-10-26T22:33:39.474,74.521,100934.875
1635276819735,2021-10-26T22:33:39.735,74.782,100931.344
1635276819994,2021-10-26T22:33:39.994,75.041,100934.875
1635276820255,2021-10-26T22:33:40.255,75.302,100932.172
1635276820516,2021-10-26T22:33:40.516,75.563,100926.773
1635276820777,2021-10-26T22:33:40.777,75.824,100928.391
1635276821037,2021-10-26T22:33:41.037,76.084,100930.828
1635276821298,2021-10-26T22:33:41.298,76.345,100931.094
1635276821559,2021-10-26T22:33:41.559,76.606,100926.773
1635276821820,2021-10-26T22:33:41.820,76.867,100935.141
1635276822079,2021-10-26T22:33:42.079,77.126,100933.281
1635276822340,2021-10-26T22:33:42.340,77.387,100930.828
1635276822600,2021-10-26T22:33:42.600,77.647,100929.742
1635276822861,2021-10-26T22:33:42.861,77.908,100932.438
1635276823122,2021-10-26T22:33:43.122,78.169,100928.391
1635276823382,2021-10-26T22:33:43.382,78.429,100931.094
1635276823643,2021-10-26T22:33:43.643,78.690,100930.828
1635276823904,2021-10-26T22:33:43.904,78.951,100931.094
1635276824163,2021-10-26T22:33:44.163,79.210,100934.633
1635276824424,2021-10-26T22:33:44.424,79.471,100935.438
1635276824685,2021-10-26T22:33:44.685,79.732,100903.563
1635276824945,2021-10-26T22:33:44.945,79.992,100877.359
1635276825206,2021-10-26T22:33:45.206,80.253,100889.219
1635276825467,2021-10-26T22:33:45.467,80.514,100894.625
1635276825728,2021-10-26T22:33:45.728,80.775,100909.234
1635276825988,2021-10-26T22:33:45.988,81.035,100912.477
1635276826249,2021-10-26T22:33:46.249,81.296,100917.336
1635276826510,2021-10-26T22:33:46.510,81.557,100918.172
1635276826769,2021-10-26T22:33:46.769,81.816,100920.039
1635276827030,2021-10-26T22:33:47.030,82.077,100918.422
1635276827291,2021-10-26T22:33:47.291,82.338,100925.984
1635276827551,2021-10-26T22:33:47.551,82.598,100939.492
1635276827812,2021-10-26T22:33:47.812,82.859,100939.789
1635276828073,2021-10-26T22:33:48.073,83.120,100940.594
1635276828334,2021-10-26T22:33:48.334,83.381,100936.547
1635276828594,2021-10-26T22:33:48.594,83.641,100937.891
1635276828854,2021-10-26T22:33:48.854,83.901,100941.648
1635276829114,2021-10-26T22:33:49.114,84.161,100932.492
1635276829375,2021-10-26T22:33:49.375,84.422,100935.734
1635276829636,2021-10-26T22:33:49.636,84.683,100934.648
1635276829897,2021-10-26T22:33:49.897,84.944,100933.844
1635276830157,2021-10-26T22:33:50.157,85.204,100930.336
1635276830418,2021-10-26T22:33:50.418,85.465,100929.789
1635276830679,2021-10-26T22:33:50.679,85.726,100931.945
1635276830938,2021-10-26T22:33:50.938,85.985,100933.594
1635276831199,2021-10-26T22:33:51.199,86.246,100933.297
1635276831460,2021-10-26T22:33:51.460,86.507,100930.047
1635276831720,2021-10-26T22:33:51.720,86.767,100933.297
1635276831981,2021-10-26T22:33:51.981,87.028,100930.594
1635276832242,2021-10-26T22:33:52.242,87.289,100935.453
1635276832503,2021-10-26T22:33:52.503,87.550,100930.594
1635276832763,2021-10-26T22:33:52.763,87.810,100930.891
1635276833024,2021-10-26T22:33:53.024,88.071,100936.563
1635276833285,2021-10-26T22:33:53.285,88.332,100934.406
1635276833544,2021-10-26T22:33:53.544,88.591,100930.352
1635276833805,2021-10-26T22:33:53.805,88.852,100930.352
1635276834066,2021-10-26T22:33:54.066,89.113,100935.750
1635276834326,2021-10-26T22:33:54.326,89.373,100930.352
1635276834587,2021-10-26T22:33:54.587,89.634,100929.000
1635276834848,2021-10-26T22:33:54.848,89.895,100931.703
1635276835109,2021-10-26T22:33:55.109,90.156,100931.156
1635276835369,2021-10-26T22:33:55.369,90.416,100931.156
1635276835629,2021-10-26T22:33:55.629,90.676,100896.031
1635276835889,2021-10-26T22:33:55.889,90.936,100890.367
1635276836150,2021-10-26T22:33:56.150,91.197,100896.875
1635276836411,2021-10-26T22:33:56.411,91.458,100907.141
1635276836672,2021-10-26T22:33:56.672,91.719,100903.633
1635276836932,2021-10-26T22:33:56.932,91.979,100907.688
1635276837193,2021-10-26T22:33:57.193,92.240,100915.539
1635276837454,2021-10-26T22:33:57.454,92.501,100919.594
1635276837713,2021-10-26T22:33:57.713,92.760,100917.141
1635276837974,2021-10-26T22:33:57.974,93.021,100927.398
1635276838235,2021-10-26T22:33:58.235,93.282,100922.000
1635276838495,2021-10-26T22:33:58.495,93.542,100930.398
1635276838756,2021-10-26T22:33:58.756,93.803,100931.156
1635276839017,2021-10-26T22:33:59.017,94.064,100930.102
1635276839278,2021-10-26T22:33:59.278,94.325,100927.109
1635276839538,2021-10-26T22:33:59.538,94.585,100929.297
1635276839798,2021-10-26T22:33:59.798,94.845,100930.656
1635276840058,2021-10-26T22:34:00.058,95.105,100924.453
1635276840319,2021-10-26T22:34:00.319,95.366,100929.047
1635276840580,2021-10-26T22:34:00.580,95.627,100931.750
1635276840841,2021-10-26T22:34:00.841,95.888,100953.078
1635276841101,2021-10-26T22:34:01.101,96.148,100946.875
1635276841362,2021-10-26T22:34:01.362,96.409,100941.469
1635276841623,2021-10-26T22:34:01.623,96.670,100946.063
1635276841882,2021-10-26T22:34:01.882,96.929,100917.695
1635276842143,2021-10-26T22:34:02.143,97.190,100898.531
1635276842403,2021-10-26T22:34:02.403,97.450,100904.992
1635276842664,2021-10-26T22:34:02.664,97.711,100913.102
1635276842925,2021-10-26T22:34:02.925,97.972,100911.750
1635276843186,2021-10-26T22:34:03.186,98.233,100918.797
1635276843446,2021-10-26T22:34:03.446,98.493,100929.313
1635276843707,2021-10-26T22:34:03.707,98.754,100933.656
1635276843966,2021-10-26T22:34:03.966,99.013,100933.656
1635276844227,2021-10-26T22:34:04.227,99.274,100929.313
1635276844488,2021-10-26T22:34:04.488,99.535,100930.117
1635276844749,2021-10-26T22:34:04.749,99.796,100933.359
1635276845009,2021-10-26T22:34:05.009,100.056,100930.414
1635276845270,2021-10-26T22:34:05.270,100.317,100933.656
1635276845531,2021-10-26T22:34:05.531,100.578,100933.922
1635276845792,2021-10-26T22:34:05.792,100.839,100933.117
1635276846052,2021-10-26T22:34:06.052,101.099,100933.922
1635276846312,2021-10-26T22:34:06.312,101.359,100930.414
1635276846572,2021-10-26T22:34:06.572,101.619,100925.820
1635276846833,2021-10-26T22:34:06.833,101.880,100930.414
1635276847094,2021-10-26T22:34:07.094,102.141,100939.625
1635276847355,2021-10-26T22:34:07.355,102.402,100931.766
1635276847615,2021-10-26T22:34:07.615,102.662,100937.469
1635276847876,2021-10-26T22:34:07.876,102.923,100936.922
1635276848137,2021-10-26T22:34:08.137,103.184,100945.820
1635276848396,2021-10-26T22:34:08.396,103.443,100946.375
1635276848657,2021-10-26T22:34:08.657,103.704,100947.734
1635276848918,2021-10-26T22:34:08.918,103.965,100939.867
1635276849178,2021-10-26T22:34:09.178,104.225,100940.172
1635276849439,2021-10-26T22:34:09.439,104.486,100939.625
1635276849700,2021-10-26T22:34:09.700,104.747,100934.219
1635276849961,2021-10-26T22:34:09.961,105.008,100934.219
1635276850221,2021-10-26T22:34:10.221,105.268,100938.563
1635276850481,2021-10-26T22:34:10.481,105.528,100932.570
1635276850741,2021-10-26T22:34:10.741,105.788,100931.266
1635276851002,2021-10-26T22:34:11.002,106.049,100931.266
1635276851263,2021-10-26T22:34:11.263,106.310,100933.164
1635276851524,2021-10-26T22:34:11.524,106.571,100930.164
1635276851784,2021-10-26T22:34:11.784,106.831,100930.469
1635276852045,2021-10-26T22:34:12.045,107.092,100931.813
1635276852306,2021-10-26T22:34:12.306,107.353,100935.570
1635276852567,2021-10-26T22:34:12.567,107.614,100930.727
1635276852827,2021-10-26T22:34:12.827,107.874,100931.813
1635276853087,2021-10-26T22:34:13.087,108.134,100931.266
1635276853347,2021-10-26T22:34:13.347,108.394,100930.469
1635276853608,2021-10-26T22:34:13.608,108.655,100934.516
1635276853869,2021-10-26T22:34:13.869,108.916,100929.109
1635276854130,2021-10-26T22:34:14.130,109.177,100926.672
1635276854390,2021-10-26T22:34:14.390,109.437,100972.344
1635276854651,2021-10-26T22:34:14.651,109.698,100969.641
1635276854912,2021-10-26T22:34:14.912,109.959,100939.922
1635276855171,2021-10-26T22:34:15.171,110.218,100944.234
1635276855432,2021-10-26T22:34:15.432,110.479,100946.938
1635276855693,2021-10-26T22:34:15.693,110.740,100949.125
1635276855953,2021-10-26T22:34:15.953,111.000,100945.328
1635276856214,2021-10-26T22:34:16.214,111.261,100938.031
1635276856475,2021-10-26T22:34:16.475,111.522,100937.484
1635276856736,2021-10-26T22:34:16.736,111.783,100938.320
1635276856996,2021-10-26T22:34:16.996,112.043,100932.078
1635276857256,2021-10-26T22:34:17.256,112.303,100932.375
1635276857516,2021-10-26T22:34:17.516,112.563,100933.969
1635276857777,2021-10-26T22:34:17.777,112.824,100924.266
1635276858038,2021-10-26T22:34:18.038,113.085,100936.422
1635276858299,2021-10-26T22:34:18.299,113.346,100937.781
1635276858559,2021-10-26T22:34:18.559,113.606,100953.180
1635276858820,2021-10-26T22:34:18.820,113.867,100928.023
1635276859081,2021-10-26T22:34:19.081,114.128,100925.875
1635276859341,2021-10-26T22:34:19.341,114.388,100924.266
1635276859602,2021-10-26T22:34:19.602,114.649,100928.078
1635276859862,2021-10-26T22:34:19.862,114.909,100935.078
1635276860122,2021-10-26T22:34:20.122,115.169,100937.781
1635276860383,2021-10-26T22:34:20.383,115.430,100938.578
1635276860644,2021-10-26T22:34:20.644,115.691,100936.422
1635276860904,2021-10-26T22:34:20.904,115.951,100922.922
1635276861165,2021-10-26T22:34:21.165,116.212,100924.531
1635276861426,2021-10-26T22:34:21.426,116.473,100925.617
1635276861687,2021-10-26T22:34:21.687,116.734,100937.234
1635276861946,2021-10-26T22:34:21.946,116.993,100935.336
1635276862207,2021-10-26T22:34:22.207,117.254,100921.313
1635276862467,2021-10-26T22:34:22.467,117.514,100932.641
1635276862728,2021-10-26T22:34:22.728,117.775,100930.234
1635276862989,2021-10-26T22:34:22.989,118.036,100926.719
1635276863250,2021-10-26T22:34:23.250,118.297,100933.742
1635276863510,2021-10-26T22:34:23.510,118.557,100939.141
1635276863771,2021-10-26T22:34:23.771,118.818,100936.984
1635276864030,2021-10-26T22:34:24.030,119.077,100936.984
1635276864291,2021-10-26T22:34:24.291,119.338,100942.938
1635276864552,2021-10-26T22:34:24.552,119.599,100938.875
1635276864813,2021-10-26T22:34:24.813,119.860,100943.734
1635276865073,2021-10-26T22:34:25.073,120.120,100945.391
1635276865334,2021-10-26T22:34:25.334,120.381,100943.203
1635276865595,2021-10-26T22:34:25.595,120.642,100939.688
